,ID,X,Y,J,J_err,H,H_err,K,K_err,chi,sharp,ra,dec
12995,5000427,2313.886,1774.240,,,24.055,0.7412,22.9375,0.3597,1.4730,1.4875,11.829656616170851,-20.87140319607264
13006,109487,2812.719,1775.471,18.028,0.0056,17.231,0.0171,16.9115,0.0075,1.3500,0.2133,11.8059293817822,-20.87135444047263
13008,5000428,3166.527,1775.986,,,22.631,0.1432,20.735500000000002,0.0397,1.2035,-0.4690,11.789100337044943,-20.87133379282044
13026,5000429,2900.567,1777.510,,,21.763,0.1076,21.5445,0.1058,1.0630,0.1075,11.801750834789248,-20.871264528643003
13046,5000430,2770.633,1779.221,,,23.089000000000002,0.3082,22.5385,0.2585,1.0570,-5.6295,11.807931184916898,-20.871187398398565
13061,5000431,3173.863,1780.276,,,22.452,0.2136,20.5415,0.0543,1.1105,1.5535,11.788751378930446,-20.87114315597178
13068,5000432,3334.998,1781.248,,,21.797,0.1149,21.5875,0.1252,1.0905,-3.0125,11.781086925457904,-20.87110041592306
13076,109555,3448.759,1781.821,20.275999999999996,0.0121,19.573,0.0255,19.3515,0.0229,0.8997,-0.3940,11.775675838571457,-20.871075068422172
13136,5000434,3089.529,1786.890,,,20.017,0.0565,20.3495,0.0885,1.3075,-0.0040,11.792762724298116,-20.87084882489506
13220,5000437,2444.800,1792.215,,,22.42,0.2187,22.2985,0.2775,1.4175,-2.8155,11.823429374260115,-20.87060619011253
13293,109720,2864.469,1798.742,20.366999999999997,0.0126,19.630000000000003,0.0246,19.1375,0.0205,0.8153,0.0187,11.803467671473117,-20.870320608554216
13336,7280,3875.616,1803.010,23.945999999999998,0.1365,22.482000000000003,0.2001,22.3735,0.2252,1.0490,-0.1093,11.755372341368458,-20.87013226888456
13338,5000439,2806.804,1803.110,,,22.242,0.1983,21.9065,0.1561,1.2445,-3.3050,11.806210474376309,-20.870125994038467
13382,5000440,2850.156,1806.444,,,22.381,0.1609,21.9435,0.1520,1.0380,-0.6490,11.804148404297575,-20.86997818326988
13397,5000441,2856.086,1807.548,,,22.377000000000002,0.1560,21.7715,0.1684,1.0835,-0.4320,11.803866334171262,-20.86992916499963
13420,5000442,3107.497,1808.464,,,21.493000000000002,0.1050,21.5225,0.1070,1.0620,-3.5555,11.791907960909185,-20.869890072335366
13454,7342,3507.901,1810.674,,0.1080,22.713,0.2223,22.3965,0.2409,0.9530,-0.3287,11.772862741241198,-20.869792712573872
13476,5000444,2483.539,1811.898,,,22.378,0.1781,22.5645,0.3214,1.3330,-5.0020,11.821586473578163,-20.869731906756126
13499,5000445,2838.184,1813.210,,,22.208000000000002,0.1535,20.7875,0.0524,1.0485,-1.5185,11.804717792846622,-20.869677374645843
13522,109889,2826.318,1815.334,18.97,0.0059,18.232000000000003,0.0172,17.924500000000002,0.0109,0.9803,0.0687,11.80528217916213,-20.8695828753218
13623,5000447,2543.158,1822.415,,,22.399,0.2033,22.2265,0.1924,1.2475,-2.6160,11.818750563117417,-20.869265237311996
13658,109993,2799.845,1824.707,19.345999999999997,0.0072,18.681,0.0154,18.3225,0.0115,0.7530,-0.2343,11.806541276720177,-20.869166070104974
13686,110006,3253.314,1826.280,19.941000000000003,0.0108,19.139000000000003,0.0219,18.6715,0.0160,0.9423,0.0637,11.78497211947563,-20.86909881109647
13717,5000449,2770.705,1828.302,,,23.696,0.2950,22.9135,0.2525,1.0675,3.1675,11.807927278858235,-20.869006030136052
13772,110057,2831.481,1831.322,19.457,0.0080,18.825000000000003,0.0194,18.4255,0.0137,0.8780,-0.1320,11.805036458369756,-20.868872343973447
13778,5000450,2862.368,1832.216,,,22.246000000000002,0.1239,22.1055,0.1623,1.0300,-3.4425,11.803567320478825,-20.868832864350217
13841,5000451,3102.072,1837.211,,,22.708000000000002,0.2024,22.1375,0.1303,1.0025,-1.5305,11.792165852460084,-20.868612406695874
13853,5000452,3055.889,1838.480,,,22.224,0.1463,22.0285,0.1747,1.0140,-1.6210,11.794362521245512,-20.868555768654904
13901,110155,3017.612,1841.136,17.715,0.0047,17.043,0.0163,16.639499999999998,0.0069,1.3557,0.0130,11.79618313404835,-20.868437505949526
13920,5000454,2987.810,1842.238,,,21.470000000000002,0.1292,19.9645,0.0733,1.2120,0.7425,11.797600645254942,-20.86838834473943
13942,110189,2359.433,1843.800,18.771,0.0065,18.335,0.0184,17.9935,0.0111,1.0677,-0.2100,11.827489070105843,-20.86831233326276
14007,5000456,3142.391,1847.296,,,22.292,0.1451,22.0755,0.1307,1.0355,0.6015,11.790248048649472,-20.868164371266765
14029,110242,2827.144,1849.037,19.726999999999997,0.0102,18.997,0.0222,18.5685,0.0151,0.9520,-0.0150,11.80524258664356,-20.868084977120617
14047,5000457,3426.418,1850.341,,,22.39,0.1672,21.1525,0.0808,1.1885,-2.1720,11.776738453619128,-20.86802973686115
14077,5000459,2871.990,1852.521,,,21.992,0.1413,21.9025,0.1305,1.1010,-5.4860,11.803109482889287,-20.867930499847194
14096,5000461,3469.471,1853.525,,,23.07,0.2913,22.2465,0.1865,1.2470,-2.7815,11.774690662271173,-20.86788823960837
14196,5000465,3299.439,1861.457,,,22.612000000000002,0.1505,22.0655,0.2084,1.2950,-3.4485,11.782778110124717,-20.86753551307334
14200,5000466,3055.825,1861.642,,,21.98,0.0963,21.7265,0.1288,0.9360,-2.5745,11.794365430645977,-20.867526350003075
14231,5000467,2701.757,1863.856,,,22.271,0.1539,22.0485,0.1621,1.0535,-3.4225,11.81120638800273,-20.867425192306342
14242,110399,2818.486,1864.630,19.417,0.0077,18.747,0.0192,18.4255,0.0138,0.9137,-0.0653,11.80565425699428,-20.86739188376908
14259,5000468,2920.996,1865.792,,,22.208000000000002,0.1733,22.0025,0.2575,1.3345,-3.1895,11.80077844038911,-20.86734105022984
14270,5000469,3387.690,1866.392,,,22.431,0.1545,22.0665,0.1753,1.0920,-1.0250,11.77858050990196,-20.867316328938585
14386,7859,3256.991,1874.701,,0.1062,22.438000000000002,0.1470,22.4705,0.2419,0.8390,-0.2273,11.784797078493707,-20.866946785206366
14501,5000471,3562.506,1882.221,,,22.328,0.1425,21.9005,0.1398,1.1865,-4.1695,11.770265546541019,-20.8666128121492
14570,5000473,2354.134,1887.631,,,23.64,0.4393,22.9775,0.3842,1.2615,0.6695,11.82774042891463,-20.866364219231865
14619,8010,3320.765,1890.625,23.342999999999996,0.0787,22.452,0.1684,21.2275,0.0894,0.9640,0.0650,11.78176369297266,-20.866239207522995
14711,5000476,2997.520,1896.373,,,22.319000000000003,0.1632,21.9635,0.1368,1.0610,-4.5000,11.797138434575833,-20.86598241491491
14749,5000477,2688.444,1898.241,,,22.0,0.1265,22.2405,0.1865,1.1290,-4.5930,11.811839233644227,-20.86589684015068
14783,5000478,3062.960,1901.167,,,22.449,0.1721,22.3685,0.1607,1.0620,-4.4545,11.794025833664415,-20.865769728502073
14791,5000479,3751.761,1901.522,,,22.629,0.2023,22.6505,0.2927,1.2445,-1.6035,11.761263901344845,-20.865754531356625
14830,5000480,1929.623,1904.096,,,22.402,0.2001,22.2225,0.2126,1.3510,-1.5510,11.847931449625927,-20.86562502699926
14903,5000482,2720.120,1908.553,,,22.563000000000002,0.2346,21.8825,0.1610,1.1455,-2.2690,11.810332496285099,-20.865438850141643
15041,5000487,2415.281,1916.710,,,23.109,0.2992,22.6025,0.2864,1.4290,-2.7500,11.824831611399809,-20.86507269769394
15074,5000488,4650.472,1918.371,,,22.842000000000002,0.2569,22.3075,0.2220,1.4300,-1.2325,11.718518167262458,-20.864997073001597
15082,8236,3522.323,1918.921,,0.1459,,,22.9135,0.2901,0.8105,0.0915,11.772176836062735,-20.8649817443575
15121,111000,3006.812,1921.727,19.933,0.0102,19.319000000000003,0.0227,18.9715,0.0183,0.8307,-0.2310,11.79669630710821,-20.86485563189152
15152,111019,2782.783,1923.986,18.406,0.0054,17.794,0.0148,17.1355,0.0074,0.9803,0.0410,11.807351869995491,-20.86475353451039
15160,5000490,3442.195,1924.718,,,21.786,0.0983,21.8415,0.1305,1.0870,-2.3060,11.775987999160256,-20.864724112152803
15167,5000491,3270.171,1924.961,,,22.03,0.1418,21.3405,0.1158,1.2000,-0.9425,11.784170042263636,-20.864713051517054
15236,111083,2771.461,1929.691,18.063000000000002,0.0055,17.387,0.0177,17.0515,0.0074,1.3140,0.0933,11.80789032670049,-20.864499876582215
15291,111114,2824.557,1933.409,18.958,0.0064,18.240000000000002,0.0163,17.9515,0.0108,0.8940,-0.0880,11.80536487199458,-20.864335102639362
15311,5000494,2402.742,1934.651,,,22.905,0.2400,23.0245,0.4198,1.3070,-4.4390,11.825427741316767,-20.86427514797084
15316,5000495,2668.628,1934.896,,,22.066000000000003,0.1111,22.2625,0.1720,1.0775,-1.0460,11.812781344811215,-20.864267528690817
15353,5000496,3008.670,1936.954,,,22.236,0.1831,21.5485,0.1258,1.1110,-2.9610,11.796607835653903,-20.86417889008695
15355,111157,2663.276,1937.007,19.783,0.0089,19.741,0.0283,19.5485,0.0242,0.8287,-0.1043,11.813035879300925,-20.86417365016596
15393,5000497,2873.741,1939.658,,,22.237000000000002,0.1509,22.3895,0.2331,1.0060,-1.8870,11.803025468763536,-20.864057772532224
15400,5000498,2866.325,1940.098,,,22.298000000000002,0.1865,21.7955,0.1738,1.2350,-4.2195,11.803378193468102,-20.86403815843592
15457,111244,3080.001,1943.504,18.887999999999998,0.0064,18.085,0.0187,17.7735,0.0094,1.0323,0.1030,11.793215068540002,-20.863888180388685
15502,5000499,2530.818,1945.937,,,23.154,0.3198,22.4755,0.2748,1.2730,-6.5630,11.819335886603373,-20.863775240769456
15513,5000501,3308.202,1946.688,,,22.686,0.2502,22.5295,0.2496,1.1635,-3.5290,11.782361109661467,-20.863747501567893
15527,111293,3283.346,1947.540,19.14,0.0083,18.746000000000002,0.0201,18.6245,0.0162,0.9770,-0.2277,11.783543335268611,-20.863709577639625
15536,111294,3331.081,1948.143,18.771,0.0059,17.998,0.0204,17.7975,0.0103,1.1760,0.2510,11.781272911150172,-20.863682880778523
15632,5000504,3340.648,1954.131,,,22.307000000000002,0.1928,21.9345,0.1528,1.1515,-0.9620,11.780817864415821,-20.86341676541585
15706,5000507,2937.741,1958.745,,,21.997,0.1041,21.8535,0.1730,1.0370,-2.4310,11.7999812835638,-20.86320994022248
15751,5000508,2583.788,1960.972,,,22.380000000000003,0.1808,22.4775,0.2683,1.1765,-2.9615,11.816816284473694,-20.863107657332108
15887,5000510,2767.995,1969.887,,,22.064,0.1235,21.8715,0.1950,1.0785,-2.3975,11.808054785396,-20.86271336220788
16000,5000513,2680.196,1976.908,,,22.219,0.1678,22.1945,0.2375,1.2225,-3.5475,11.812230668259135,-20.862400456674287
16014,5000514,2567.403,1977.881,,,22.133000000000003,0.1415,21.4445,0.1031,1.2090,-3.0910,11.817595387888804,-20.862355956106736
16023,5000515,3021.594,1978.245,,,22.46,0.1427,21.9235,0.1715,1.0110,-1.2275,11.795992868804573,-20.862343818460808
16071,5000516,2379.552,1981.084,,,22.259,0.1612,21.8785,0.1636,1.3550,-4.2235,11.82653002263447,-20.862211137802202
16218,5000519,3263.530,1990.157,,,22.407,0.1939,22.1665,0.2291,1.3180,-1.6390,11.784485720945845,-20.861815443647888
16220,5000520,2327.496,1990.412,,,22.387,0.1695,22.1255,0.1913,1.3220,-0.4355,11.829005789730852,-20.86179579695356
16378,5000522,3057.105,2001.015,,,21.698,0.1097,20.1305,0.0405,1.1355,-2.9950,11.794303740193518,-20.861332023533542
16403,5000523,3280.837,2002.039,,,22.245,0.1439,21.9295,0.2097,1.2140,-1.7655,11.783662525598313,-20.86128740184281
16467,5000524,2899.477,2006.010,,,22.204,0.1731,21.8515,0.1337,1.1350,-2.5950,11.801800852030864,-20.861109002875978
16529,5000525,3056.970,2010.277,,,22.334,0.1427,21.5455,0.1074,1.0185,-0.4380,11.794310107382083,-20.860920379735006
16556,5000526,3170.181,2012.343,,,22.558,0.2029,21.7095,0.1141,1.1210,-1.5705,11.788925536222445,-20.860829090181017
16570,9010,2685.230,2013.386,17.334,0.0039,16.865000000000002,0.0090,16.067500000000003,0.0040,0.6063,0.0090,11.811990836616497,-20.860779270137844
16576,111975,2681.576,2013.641,18.701,0.0091,17.996000000000002,0.0200,17.4595,0.0117,0.7637,0.0590,11.812164625801557,-20.86076789901079
16593,111999,3231.729,2014.886,23.247999999999998,0.0744,22.074,0.1080,21.4165,0.0933,0.8350,-0.2847,11.785998172037157,-20.86071628709717
16638,112034,3032.276,2017.454,19.643,0.0095,18.966,0.0198,18.5665,0.0159,0.8833,0.2200,11.795484563809218,-20.860601264530843
16648,5000528,2948.656,2017.808,,,22.564,0.1854,22.703500000000002,0.2344,1.0505,-1.5785,11.799461702392668,-20.860585002796014
16784,9100,2895.681,2025.509,20.494999999999997,0.0132,19.775000000000002,0.0270,19.2345,0.0213,0.7277,-0.1673,11.801981241175561,-20.860242354961436
16837,5000530,2528.523,2028.485,,,22.619,0.1969,22.0965,0.1861,1.1740,1.1450,11.819443954602768,-20.860106425774028
16840,5000531,2739.186,2028.836,,,22.265,0.1709,21.9385,0.2099,1.2845,-2.8920,11.809424416221674,-20.86009314406877
16995,5000532,2831.451,2038.540,,,22.068,0.1558,20.4805,0.0661,1.1705,-2.2240,11.805036029372905,-20.859662688364953
17127,5000534,2831.548,2047.527,,,22.628,0.2547,22.2915,0.2309,1.1585,-1.4205,11.805031335406001,-20.859263268289247
17144,112399,2880.897,2048.808,19.448,0.0079,19.27,0.0215,19.0575,0.0192,0.8200,-0.3313,11.802684204711529,-20.85920673402192
17204,5000535,2732.715,2052.813,,,22.555,0.1839,22.2235,0.1905,1.0210,-1.8565,11.80973194148748,-20.859027440701112
17209,5000536,2665.910,2053.206,,,21.983,0.1427,21.7275,0.1400,1.1460,-4.6385,11.812909287995822,-20.859009296425082
17259,5000537,3453.236,2057.235,,,22.802,0.2620,22.1695,0.1675,1.2500,-1.6770,11.77546281795104,-20.858834490819767
17267,5000538,2625.760,2057.621,,,22.637,0.2424,22.1545,0.2057,1.1185,-4.7120,11.814818832604574,-20.858812639384247
17270,5000539,3069.396,2058.017,,,21.745,0.0950,21.642500000000002,0.1386,1.0575,-3.3160,11.793718831087562,-20.858798675557868
17301,5000540,3445.821,2059.738,,,22.377000000000002,0.1510,22.1325,0.1663,1.2110,-4.0975,11.775815485807556,-20.858723244585423
17329,5000541,3164.275,2061.493,,,22.035,0.1753,21.8245,0.1508,1.2715,-5.7235,11.789206227030466,-20.85864462920674
17386,5000542,2669.935,2064.884,,,22.847,0.2678,22.4785,0.2305,1.2040,-1.0870,11.812717721711941,-20.858490318440207
17457,5000543,3068.813,2068.870,,,22.034000000000002,0.1466,22.1625,0.2008,1.2925,-2.0195,11.79374649829943,-20.858316318459607
17559,5000544,3428.228,2074.779,,,22.060000000000002,0.1240,20.5675,0.0557,1.1695,-1.2740,11.776652226107233,-20.858054749818027
17606,5000545,2584.664,2077.629,,,22.358,0.1445,21.8215,0.1601,1.1245,-3.1055,11.81677317179325,-20.857922930284786
17617,5000546,3422.648,2078.213,,,22.381,0.1572,21.485500000000002,0.1297,1.1460,-0.6225,11.776917615735464,-20.857902124692643
17648,5000547,3021.712,2080.153,,,21.994,0.1192,21.8935,0.2067,1.2130,-2.3215,11.795986615035275,-20.857814589659725
17708,5000548,2512.112,2083.930,,,21.957,0.1392,21.7445,0.2092,1.4755,-3.0890,11.82022374871112,-20.85764200703377
17725,5000549,3385.473,2084.996,,,22.714000000000002,0.2173,22.3345,0.2206,1.1580,-2.8795,11.778685696586152,-20.857600626024308
17733,112829,3602.477,2085.838,17.982,0.0073,17.435,0.0196,17.1605,0.0102,1.5820,0.1690,11.768364739874464,-20.857563139852385
17806,112860,2823.597,2089.191,18.158,0.0056,17.456,0.0174,17.1535,0.0089,1.3207,0.0660,11.805409120404033,-20.857411473744783
17832,5000552,3041.367,2090.937,,,22.613,0.2466,22.4405,0.3022,1.2140,-3.7845,11.795051734658138,-20.857335415866178
17839,112894,3135.470,2091.583,19.554000000000002,0.0084,19.341,0.0242,19.1655,0.0203,0.8477,-0.0760,11.7905760936538,-20.85730717836786
18154,5000555,2238.281,2108.687,,,22.044,0.1253,21.4475,0.1068,1.2635,0.1600,11.833247030127687,-20.856537756481664
18182,113136,3064.883,2110.209,18.889000000000003,0.0071,18.171,0.0188,17.9075,0.0123,1.0877,-0.1913,11.793933179261979,-20.85647901441402
18206,113154,3106.668,2111.039,18.720999999999997,0.0059,18.052,0.0189,17.7915,0.0108,1.0683,0.0663,11.791945847607668,-20.856442337339942
18282,5000556,2791.922,2115.774,,,22.111,0.1583,21.8835,0.2180,1.3565,-3.3930,11.80691536452493,-20.85622973468225
18375,5000557,2714.291,2120.756,,,22.371000000000002,0.2089,21.7695,0.2046,1.4535,-2.8330,11.810607496092086,-20.856007580644864
18468,5000558,2755.873,2126.322,,,23.238,0.3345,22.3305,0.2287,1.1945,-3.3930,11.808629774454777,-20.85576060585016
18540,5000559,3279.432,2130.933,,,22.490000000000002,0.1753,22.0865,0.2093,1.3755,1.1460,11.78372900423437,-20.855558794076753
18662,113497,3279.161,2137.733,19.814,0.0088,19.152,0.0253,18.6065,0.0192,1.0020,0.0190,11.783741874829754,-20.855256572063762
18670,113487,1651.436,2138.177,17.895,0.0056,17.41,0.0167,17.5075,0.0166,1.5687,0.3170,11.861157058223581,-20.85521532758027
18672,5000561,2184.208,2138.298,,,22.615000000000002,0.2078,22.924500000000002,0.3959,1.3675,-2.3325,11.835818249736421,-20.855220821607126
18859,5000562,2947.667,2148.106,,,22.576,0.2248,22.1025,0.1862,1.2685,1.0250,11.799507786257598,-20.854793992171217
18956,5000563,2859.595,2153.215,,,22.445,0.2183,21.9035,0.1609,1.2345,-0.1475,11.803696468804741,-20.85456626932847
18964,113708,3386.947,2153.742,19.033,0.0076,18.371000000000002,0.0221,18.0515,0.0138,1.1570,0.3610,11.778615510131413,-20.854545259021
19027,5000565,3270.383,2157.390,,,22.358,0.1777,21.5595,0.2150,1.4545,-1.7555,11.784159304741173,-20.85438290749121
19072,5000566,3490.586,2159.790,,,22.199,0.1542,22.2785,0.2866,1.3350,-3.3130,11.773686422137443,-20.854276504351542
19092,5000567,2171.907,2161.049,,,22.333000000000002,0.1626,22.1655,0.2093,1.3385,-0.2180,11.836402875818449,-20.854209460603137
19115,5000568,3129.076,2162.628,,,22.083000000000002,0.1403,22.2285,0.2121,1.1700,-3.1615,11.790879858603358,-20.854149603803727
19177,5000570,2823.778,2166.058,,,21.697000000000003,0.1108,21.6025,0.1572,1.3040,-1.2885,11.80539981522067,-20.853995174784306
19270,113916,2812.920,2171.162,19.219,0.0073,18.522000000000002,0.0164,18.2205,0.0144,0.9080,-0.1347,11.805916174614142,-20.853768237881205
19415,5000574,2844.892,2180.135,,,22.175,0.1792,22.1585,0.3393,1.3985,-2.8075,11.804395510059889,-20.853369708884344
19461,5000575,3395.433,2182.243,,,22.577,0.2708,22.1835,0.1684,1.4590,-0.4115,11.778211884102554,-20.853278560478792
19465,5000576,2733.262,2182.639,,,22.129,0.1814,22.0215,0.2051,1.3060,-4.2715,11.809704584289861,-20.853257419889186
19626,5000579,2967.787,2191.943,,,22.26,0.1661,22.0855,0.2083,1.1785,-1.7210,11.798550565051217,-20.852845822546453
19902,114388,3283.188,2207.847,19.009999999999998,0.0072,18.237000000000002,0.0214,17.8635,0.0159,1.3117,0.2330,11.783550164349895,-20.85214041324681
20049,5000584,2680.460,2216.180,,,22.404,0.2057,21.9985,0.1939,1.4670,-5.5295,11.812215463396898,-20.851766183006198
20112,114552,3394.052,2219.795,19.423000000000002,0.0092,18.844,0.0255,18.5125,0.0220,1.2060,-0.1333,11.778277523470807,-20.85160958593293
20139,5000585,3168.310,2221.519,,,21.948,0.1681,21.9595,0.1970,1.3370,-3.8470,11.789013637651307,-20.851532399749534
20299,5000588,3157.273,2232.383,,,22.293000000000003,0.2310,21.8645,0.1977,1.4885,-2.9745,11.78953850110822,-20.851049511884153
20351,5000589,2988.886,2235.281,,,21.564,0.1075,21.3495,0.1338,1.2060,-2.3415,11.797546811603215,-20.850919831283907
20358,5000591,3086.104,2235.436,,,21.915000000000003,0.1891,22.1315,0.2325,1.4060,1.8935,11.792923216586969,-20.85091349645574
20386,5000592,3329.862,2236.941,,,22.238,0.1449,21.8305,0.1694,1.2700,-0.8290,11.781330318174053,-20.85084745121445
20453,5000594,3483.698,2241.377,,,22.077,0.1508,21.5995,0.1530,1.4440,-0.9330,11.774014030006393,-20.850650426921742
20558,5000597,3308.564,2246.662,,,22.372,0.2333,22.5575,0.3092,1.2690,2.4330,11.78234320794407,-20.850415365335625
20566,5000598,2663.399,2247.533,,,22.179000000000002,0.1665,22.1145,0.2066,1.3285,-0.9940,11.813026517906284,-20.85037254126489
20770,5000605,2796.535,2259.772,,,22.028000000000002,0.1589,22.3145,0.3208,1.4605,-1.5555,11.806694607163346,-20.849829883554726
20824,5000606,2572.977,2262.530,,,22.829,0.2740,22.2565,0.2944,1.4340,-2.3535,11.817326695264688,-20.849704996727734
20888,11250,2055.793,2266.943,,0.1474,22.984,0.3186,22.1495,0.2839,1.5317,0.1923,11.841923162336359,-20.849501006353783
20944,5000610,2653.200,2270.646,,,21.881,0.1337,20.6395,0.0755,1.4380,-3.3370,11.813511305977954,-20.84934519084514
20988,5000611,2931.622,2273.132,,,22.127000000000002,0.1718,22.0825,0.3057,1.2470,-4.4690,11.800269946097947,-20.84923718478925
21030,115202,6133.333,2275.510,,0.3127,,,21.8085,0.3228,1.1230,4.2490,11.648001635299615,-20.849086894900385
21044,115186,3178.952,2276.170,19.485,0.0097,19.16,0.0272,19.3045,0.0242,1.0077,0.1267,11.788507288640544,-20.84910351454185
21059,5000613,3332.181,2276.840,,,22.567,0.2601,21.9505,0.2188,1.4920,-0.3315,11.781219951044756,-20.849074171272086
21371,5000619,2992.374,2294.573,,,22.358,0.2516,22.0885,0.1750,1.3775,-4.3605,11.797380528245462,-20.848284660384184
21382,11472,3111.051,2295.424,23.525999999999996,0.0755,22.627000000000002,0.2927,21.7935,0.1675,1.0203,-0.0110,11.791736458860965,-20.848247492349003
21386,5000620,3495.129,2295.791,,,22.169,0.1717,22.2875,0.1779,1.4785,-0.8620,11.773470401579846,-20.848232030513813
