,ID,X,Y,J,J_err,H,H_err,K,K_err,chi,sharp,ra,dec
4143,5001536,1522.233,328.391,,,22.154999999999998,0.1764,21.03,0.1089,1.7680,-1.7230,150.80335780647664,-26.28086388487307
4159,5001542,1578.373,330.685,,,22.663999999999998,0.3095,22.601,0.4419,1.9155,-1.5425,150.80057503222204,-26.28076264741092
4166,6855,1665.554,331.356,,0.2499,,,22.628999999999998,0.5375,1.2440,-0.2235,150.79625364692933,-26.28073383319588
4172,5001090,2155.026,332.248,,0.3539,22.695,0.3526,22.353,0.4822,1.4860,4.1997,150.77199155668225,-26.280697444754985
4179,5001548,1785.510,332.813,,,22.77,0.3256,21.92,0.2401,1.9730,2.3360,150.7903076692213,-26.28067025323007
4199,5001551,1704.088,335.790,,,22.281,0.2130,22.958,0.4258,1.7870,-1.4490,150.7943435486535,-26.28053717191952
4201,5001552,751.975,335.982,,,30.771,0.2906,22.296999999999997,0.3243,0.7295,4.2035,150.84153764590428,-26.28051124690234
4203,5001553,1358.292,336.144,,,22.858999999999998,0.4377,23.360999999999997,0.3662,1.9290,-0.6035,150.81148388138405,-26.280516906875093
4210,159023,2181.663,336.747,,0.2056,22.631999999999998,0.3617,22.002000000000002,0.4171,1.4563,2.9553,150.77067120729976,-26.280497550512344
4221,6965,2159.365,338.412,,0.8358,23.211,0.5400,21.723999999999997,0.3486,1.8160,2.3163,150.77177646521807,-26.280423501406393
4223,5001562,1599.900,338.733,,,22.798,0.3674,22.701999999999998,0.4742,1.8615,-1.1735,150.79950787792188,-26.280405221541436
4225,5001563,984.426,338.787,,,22.618,0.4274,22.896,0.4944,1.8820,1.0080,150.8300155101718,-26.28039225104739
4233,5001564,1882.602,339.791,,,22.663,0.3770,23.131999999999998,0.8697,1.9535,5.2765,150.785494972604,-26.280360893532098
4237,5001565,2100.761,340.184,,,22.076,0.2101,22.863999999999997,0.7209,1.8245,6.5520,150.77468132686332,-26.280344575764534
4244,6925,741.341,340.586,,0.3175,22.782,0.2905,22.314999999999998,0.4312,1.3793,4.7903,150.84206461321799,-26.280306344654576
4249,159065,2238.812,340.822,,0.2676,23.025,0.2809,,,1.1685,5.5955,150.76783845339435,-26.280316528749626
4254,5001570,1732.867,341.336,,,22.612,0.2746,23.695999999999998,1.3921,1.9385,1.4780,150.7929169777831,-26.280290969882607
4255,5001571,1345.308,341.764,,,23.195999999999998,0.4495,21.738,0.2944,1.9760,-0.7700,150.81212736768978,-26.280266920808128
4257,5001573,1087.693,341.928,,,23.326999999999998,0.5449,22.209000000000003,0.3386,1.8380,-2.3800,150.8248967322047,-26.280254875732336
4266,5001577,467.440,343.019,,,22.683999999999997,0.3390,21.982999999999997,0.2708,1.9785,1.1205,150.85564114462468,-26.2801903009513
4271,5001579,1504.051,343.461,,,23.486,0.6753,22.412,0.3556,1.9900,4.1035,150.80425882340734,-26.280193867248048
4276,5001580,1575.978,344.347,,,22.198999999999998,0.2755,22.713,0.4827,1.9970,-0.4085,150.80069356013317,-26.2801554215193
4277,5001581,2012.985,344.509,,,22.514,0.2477,22.317,0.3541,1.7970,0.3545,150.77903215900525,-26.280151989852445
4280,5001583,1247.955,344.750,,,22.657999999999998,0.3145,23.087000000000003,0.4878,1.6740,8.1820,150.8169528676205,-26.280132545932897
4284,159119,3618.357,344.928,17.833,0.0079,17.209,0.0099,17.027,0.0312,2.0530,-0.5307,150.69945770518822,-26.280119301905675
4285,5001585,2132.331,345.053,,,22.064,0.2415,22.317999999999998,0.5073,1.9230,0.2145,150.77311645857986,-26.280128276145824
4287,5001586,610.317,345.183,,,22.624,0.3130,22.912,0.7493,1.7325,-2.6985,150.84855901300327,-26.280098409895018
4288,5001587,3607.174,345.309,,,22.544,0.2612,22.767000000000003,0.6550,1.9630,-1.0370,150.70001202864714,-26.280102618412347
4289,5001588,1756.640,345.415,,,22.369999999999997,0.2565,23.4,1.1238,1.9375,1.0255,150.7917385632981,-26.280109907175692
4294,5001589,1176.368,345.663,,,22.683999999999997,0.2763,22.450000000000003,0.4798,1.8320,-2.0730,150.82050124300793,-26.280090641447536
4296,5001590,870.934,345.828,,,22.724,0.3322,22.71,0.6347,1.9660,3.2410,150.83564085424322,-26.280076666357825
4301,5001592,1089.587,346.315,,,22.994,0.3151,22.769,0.4015,1.9550,-0.3520,150.82480275070287,-26.280059938271886
4306,5001595,1572.037,346.513,,,23.203,0.5041,22.384,0.3888,1.9650,4.5165,150.80088887628352,-26.28005910664914
4314,5001598,1367.279,347.453,,,22.407,0.2213,22.133000000000003,0.3271,1.9400,-0.1970,150.81103821641145,-26.28001443125116
4316,5001600,1016.516,347.969,,,22.657,0.3564,22.380000000000003,0.6035,1.7965,1.7295,150.82842466047853,-26.27998487523929
4320,5001604,1930.133,348.235,,,22.15,0.2682,21.657000000000004,0.3100,1.9485,1.7295,150.783138910229,-26.279985926144068
4323,5001106,740.221,348.349,,0.5972,22.346999999999998,0.3050,22.621000000000002,0.2716,1.4337,4.9677,150.84211990002257,-26.279961294978648
4324,5001607,1168.141,348.712,,,23.044999999999998,0.3223,23.110999999999997,0.3239,1.9660,4.9530,150.82090897010806,-26.27995497309081
4325,5001608,994.181,348.724,,,22.532999999999998,0.3206,21.831000000000003,0.3287,1.8530,-2.0120,150.829531732106,-26.279950827255483
4345,5001616,1995.722,350.435,,,22.861,0.3804,22.017000000000003,0.3608,1.9205,-0.0460,150.77988781084525,-26.279888526413224
4366,5001115,2164.000,352.501,,0.7748,22.723,0.2949,21.878999999999998,0.5267,1.6920,4.9900,150.77154668223127,-26.279797338219105
4384,5001629,1114.773,354.645,,,22.435,0.3488,22.691000000000003,0.4149,1.9390,-0.5265,150.82355415576038,-26.279690232371948
4390,5001118,2237.204,355.193,,0.2967,22.476,0.2914,,,1.1475,7.3150,150.76791814094028,-26.279677819573912
4400,5001635,795.473,356.388,,,22.994,0.4124,21.756,0.2171,1.6000,-0.5530,150.8393809692251,-26.279605450515444
4420,5001639,1867.468,358.148,,,22.586,0.3096,22.18,0.3232,1.9105,-0.8100,150.78624498006815,-26.27954492184654
4424,5001641,1508.076,358.531,,,22.209,0.3223,22.677999999999997,0.3732,1.9720,6.9295,150.8040590879197,-26.279524147927212
4425,5001642,1994.686,358.664,,,22.957,0.3557,22.609,0.3802,1.9625,2.6815,150.77993911516967,-26.279522789785705
4436,5001645,1105.686,359.815,,,22.648,0.4603,22.384,0.5148,1.8985,1.4120,150.82400445787766,-26.279460271820717
4442,5001647,1069.775,360.314,,,22.24,0.2736,23.110999999999997,0.7417,1.8755,-2.1525,150.82578445725196,-26.279437352475245
4445,5001648,582.560,360.561,,,23.201999999999998,0.4078,22.637999999999998,0.4342,1.7935,-0.1485,150.84993435919588,-26.279414142424677
4447,5001650,805.905,360.688,,,22.526,0.2006,23.439,0.8813,1.9190,3.0755,150.83886376140495,-26.279414607090697
4453,5001653,1741.851,361.138,,,22.429,0.2697,21.746000000000002,0.2701,1.8080,0.5805,150.79247145251972,-26.279410972333153
4456,5001655,1990.653,361.467,,,22.861,0.3531,23.786,1.6113,1.9125,7.1120,150.78013900391156,-26.279398191551817
4459,159320,1834.812,361.627,18.124,0.0087,17.448,0.0122,17.221000000000004,0.0212,1.5503,-1.9937,150.7878636214419,-26.27939005042971
4461,5001657,1747.461,361.687,,,22.989,0.2749,22.627000000000002,0.4787,1.9090,1.5480,150.79219337417447,-26.27938662560607
4465,7219,161.804,362.072,,0.7562,27.294999999999998,0.2305,21.927,0.3534,0.9293,1.5223,150.87078999190888,-26.279333171847625
4466,5001658,1288.812,362.268,,,22.833,0.3563,22.048000000000002,0.2609,1.8965,2.1830,150.81492734955256,-26.279354691130706
4475,5001661,1835.746,363.259,,,18.163999999999998,0.0443,17.286,0.0292,1.9265,-3.1645,150.78781731123462,-26.279317524918785
4497,5001664,2044.079,365.589,,,22.506,0.3636,21.979,0.3506,1.8565,-2.6930,150.77749080073016,-26.2792152505582
4501,5001665,1565.833,365.828,,,23.090999999999998,0.4036,24.052999999999997,1.7896,1.9445,1.3770,150.80119612524007,-26.27920058995164
4507,5001666,590.621,366.846,,,22.867,0.3943,22.256,0.3626,1.8025,-2.3390,150.8495345947121,-26.27913504624118
4509,5001667,535.931,367.436,,,22.455,0.3157,22.519,0.3043,1.8460,-2.0035,150.85224539976846,-26.27910720638115
4512,5001669,1729.850,367.833,,,22.558999999999997,0.2931,22.331000000000003,0.3869,1.8300,-2.1595,150.79306623754312,-26.27911330304134
4523,5001673,1105.234,369.744,,,22.524,0.2553,22.641,0.4567,1.9165,1.9505,150.824026637971,-26.2790189764688
4524,5001674,569.272,369.795,,,22.371,0.2237,23.125999999999998,0.8059,1.9320,-0.6675,150.85059270630055,-26.27900335498358
4527,159416,2179.720,370.129,,0.3517,22.436999999999998,0.2983,22.378999999999998,0.4580,1.4297,5.2033,150.7707674410038,-26.27901391056565
4532,159440,1527.256,371.250,,0.2245,22.55,0.3048,22.85,0.6395,1.6493,-0.1030,150.80310820026492,-26.278959118134445
4534,5001676,461.029,371.420,,,22.778,0.2960,22.463,0.3867,1.9460,-2.2925,150.85595793476517,-26.27892784260279
4541,5001679,995.528,372.598,,,22.573999999999998,0.3718,22.338,0.2970,1.9670,-2.1210,150.8294643758295,-26.278889797244066
4550,159444,154.325,373.875,,0.3181,27.727999999999998,0.8232,21.965000000000003,0.5371,0.8743,2.8193,150.87116022577618,-26.278808325106173
4551,5001682,1390.514,373.903,,,23.2,0.3463,23.147,0.4324,1.8670,1.8305,150.80988605943375,-26.278839247475922
4553,5001683,1516.687,374.528,,,22.463,0.3382,22.725,0.6384,1.8515,2.0650,150.80363202644236,-26.278813289939865
4557,7390,2847.870,375.311,17.627,0.0089,17.091,0.0106,17.037,0.0180,1.8837,-1.3233,150.7376492049116,-26.278781180449503
4561,5001142,736.084,375.968,,0.3487,,,23.756,1.9320,0.7290,7.0690,150.84232414402973,-26.27873368189038
4564,5001684,1476.489,376.201,,,22.797,0.3680,22.518,0.3399,1.9165,-0.7910,150.80562449639422,-26.27873838437137
4573,159502,1034.323,376.736,18.229,0.0079,17.646,0.0125,17.491999999999997,0.0163,1.5347,-1.1557,150.82754132338007,-26.27870673661192
4580,159507,2206.320,377.874,,0.2816,22.913999999999998,0.3046,22.354,0.6047,1.5597,3.8633,150.76944894095442,-26.278669739178305
4581,5001689,879.974,378.006,,,22.183999999999997,0.2533,23.0,0.3979,1.9130,-0.0045,150.83519189979248,-26.278646761607718
4584,5001690,569.721,378.253,,,22.237,0.2110,22.598,0.7115,1.8510,0.3825,150.8505701740328,-26.278627459645033
4586,5001691,1450.851,378.664,,,22.362,0.2158,22.723,0.3870,1.9530,2.5655,150.80689525583148,-26.2786285529108
4597,7408,2214.875,379.824,,0.2198,23.374,0.9690,21.731,0.4215,1.7107,4.9930,150.76902489206233,-26.27858308616384
4605,5001697,1706.639,380.901,,,22.616,0.2489,23.205,0.5119,1.6885,3.1990,150.79421659464026,-26.27853227612705
4615,5001151,2189.487,382.648,,0.3206,23.08,0.7189,21.436999999999998,0.3454,1.8243,2.0483,150.77028329227244,-26.27845753304981
4616,5001701,137.569,382.844,,,29.721999999999998,0.5552,21.573999999999998,0.2399,1.4740,0.2765,150.87199040226986,-26.278409091120952
4627,5001157,2238.026,384.262,,0.1797,22.634999999999998,0.3007,21.711,0.2571,1.6520,6.3710,150.7678773619237,-26.27838587220436
4639,5001709,3509.120,386.486,,,23.521,0.5080,22.282000000000004,0.3123,1.8665,1.0365,150.7048732661734,-26.27827463939248
4645,5001712,1625.982,386.864,,,23.587,0.8266,22.613999999999997,0.5259,1.8250,6.8465,150.79821443863497,-26.278266384001682
4664,5001716,1738.738,388.609,,,22.945999999999998,0.2563,22.692,0.5175,1.7690,-0.1435,150.7926254637207,-26.278190016302826
4666,5001717,1082.281,388.779,,,22.125999999999998,0.2197,22.619,0.5419,1.9710,-0.2555,150.8251639134029,-26.278172509979225
4668,7527,159.791,389.754,,0.2321,,,22.104,0.3341,1.3575,1.4320,150.87088865066195,-26.27810279642391
4671,5001719,1222.389,390.504,,,23.005,0.4865,22.772,0.4721,1.9900,0.3910,150.81821918014765,-26.278098583322123
4678,5001161,2224.884,391.472,,0.3776,22.925,0.4128,21.485,0.3261,1.5263,4.5050,150.76852875953665,-26.278065413991115
4679,5001722,720.103,391.533,,,23.829,1.1384,22.368000000000002,0.3097,1.7920,-0.8885,150.84311580852494,-26.278041480732174
4685,5001723,2032.880,391.957,,,22.641,0.2640,22.514000000000003,0.5772,1.8590,-3.5455,150.77804577060718,-26.278043296010758
4692,159672,2235.933,392.903,,0.2384,22.912,0.2907,22.012999999999998,0.4025,1.6990,5.3857,150.76798109478793,-26.278001827622077
4698,5001726,650.823,393.583,,,23.113,0.4668,21.988999999999997,0.2832,1.9980,-2.0555,150.84654972207954,-26.277948465002858
4705,5001729,620.661,394.436,,,23.653,0.7884,22.035000000000004,0.4082,1.8200,-2.5280,150.84804472292706,-26.27790969915508
4717,5001731,3144.933,395.550,,,21.512,0.1176,20.54,0.1126,1.8275,-0.9090,150.72292499565495,-26.277878158041098
4721,5001733,1621.115,396.140,,,22.617,0.3713,21.838,0.2468,1.7365,-0.8615,150.79845556118102,-26.277854063575713
4723,5001734,1513.571,396.707,,,22.805,0.3380,22.182000000000002,0.3425,1.8330,-1.9495,150.8037861473878,-26.27782752065934
4732,159707,2223.889,397.821,,0.6945,22.662,0.3534,22.564,0.6299,1.5467,4.2363,150.76857806920023,-26.277783236484275
4737,5001737,1141.627,398.168,,,22.933999999999997,0.3799,23.414,0.9947,1.7440,-1.4265,150.82222211964526,-26.277756424813333
4743,5001738,1486.149,398.684,,,22.983999999999998,0.5059,22.863,0.5711,1.8840,0.3225,150.80514533293214,-26.277739280542843
4744,159737,1202.860,398.914,,0.2724,22.215999999999998,0.2584,22.186999999999998,0.3400,1.5293,-1.4763,150.8191869941678,-26.277724445979942
4745,5001739,991.746,398.959,,,23.144,0.3491,23.130000000000003,0.7364,1.8985,2.6535,150.82965118629738,-26.277718120372967
4746,5001740,1418.751,399.023,,,23.491,0.6988,23.155,0.5552,1.8225,4.4615,150.80848601593527,-26.277723240457146
4747,5001741,532.405,399.108,,,22.948,0.4520,22.04,0.3218,1.9575,-2.1925,150.8524191149877,-26.27769946540993
4748,5001742,2039.008,399.588,,,22.544,0.2124,22.336,0.3832,1.7830,1.9145,150.77774198787847,-26.27770416999589
4751,5001743,502.117,399.754,,,22.901999999999997,0.2989,21.964,0.3545,1.7790,-1.7570,150.8539203627316,-26.2776698348584
4753,5001744,1515.073,400.073,,,22.249,0.2955,22.469,0.3888,1.9780,-0.0275,150.80371164833502,-26.277677941636366
4756,159756,2254.237,400.455,,0.4190,22.759,0.5507,22.125,0.3722,1.9607,4.7970,150.76707381886894,-26.2776662024623
4767,5001748,1785.819,402.297,,,22.547,0.2065,22.186999999999998,0.4542,1.8940,-0.9635,150.79029167641565,-26.27758209593711
4772,5001750,800.986,402.641,,,22.913,0.4174,22.060000000000002,0.2602,1.7645,-1.4055,150.83910639370774,-26.277549915927107
4777,5001751,1084.365,403.621,,,23.11,0.4535,22.766,0.5030,1.9455,0.5610,150.82506027514526,-26.277512912757974
4780,5001752,788.010,404.186,,,22.564999999999998,0.2372,22.366,0.4055,1.8915,3.4295,150.83974952382633,-26.27748091694614
4788,5001753,1708.110,404.694,,,22.825,0.2953,22.189,0.4390,1.8710,0.4605,150.79414341515638,-26.277474830346964
4801,5001759,1122.250,406.417,,,22.593,0.3785,22.561,0.3159,1.7015,-2.8945,150.82318238736522,-26.277389419206852
4805,5001760,1784.441,406.796,,,23.331,0.4291,22.698,0.4611,1.8170,-0.1510,150.79035993518994,-26.277382129404877
4813,5001765,1756.151,407.384,,,22.660999999999998,0.2791,22.182000000000002,0.2285,1.6960,0.9930,150.79176216393367,-26.277355740658262
4817,5001766,1504.358,408.052,,,23.090999999999998,0.4669,22.714,0.4655,1.9575,2.2640,150.80424263394906,-26.277323177132587
4829,7697,741.272,409.582,,0.2667,23.296,0.6351,23.081000000000003,1.1029,1.3503,4.1313,150.84206600013337,-26.277239873979877
4832,5001769,857.095,409.942,,,23.91,0.8001,22.259999999999998,0.2710,1.8955,-1.4730,150.8363250702582,-26.277226834930246
4840,5001770,1872.488,410.775,,,22.799,0.3117,22.516,0.4257,1.9195,-4.4350,150.7859957257941,-26.27720599414775
4842,5001771,462.580,411.217,,,22.368,0.2391,22.825000000000003,0.6748,1.6780,3.7735,150.85587967403066,-26.27715914768963
4849,5001773,427.711,412.004,,,22.939,0.4856,22.481,0.4508,1.8715,0.7555,150.85760797162757,-26.27712306864549
4855,5001775,1196.209,412.456,,,23.538,0.3665,23.381999999999998,0.7527,1.9360,1.2555,150.81951637870552,-26.27712245820613
4870,159896,1886.681,414.233,,0.2844,22.964,0.4231,,,1.6260,0.2765,150.78529220314988,-26.27705240792242
4871,5001778,430.331,414.243,,,22.442,0.3148,22.496000000000002,0.2383,1.9215,2.5600,150.85747802897367,-26.27702364169489
4872,5001779,442.438,414.576,,,22.422,0.3032,22.201999999999998,0.3227,1.7895,3.1275,150.85687791944054,-26.277009226055952
4875,5001781,1115.458,414.943,,,22.064999999999998,0.2119,24.084000000000003,1.5065,1.8275,3.9005,150.82351885147176,-26.27701035148479
4890,5001787,1993.562,416.769,,,22.703,0.3911,22.503,0.4845,1.9775,0.1870,150.77999449137727,-26.276940353976038
4891,5001788,1776.227,416.977,,,23.025,0.4056,22.64,0.5624,1.9080,-3.1320,150.7907669730508,-26.276929570249965
4894,5001790,1821.291,417.180,,,22.368,0.2615,21.570999999999998,0.1776,1.8355,-0.4615,150.7885333174451,-26.276920933326643
4898,5001791,562.514,417.927,,,22.759999999999998,0.2698,23.341,0.8285,1.6480,-0.9385,150.85092609944726,-26.276863969681294
4902,5001792,624.780,418.412,,,22.826999999999998,0.3300,22.884,0.6578,1.9335,-2.1890,150.84783979885236,-26.276844223820714
4913,5001796,1519.164,419.443,,,22.500999999999998,0.2157,21.917,0.3727,1.9535,-0.9925,150.80350858540683,-26.2768171122677
4915,159959,1944.341,419.555,19.034,0.0100,18.436,0.0163,18.222,0.0243,1.4960,-1.2930,150.78243417374927,-26.27681625424072
4916,5001797,3044.666,419.869,,,22.546,0.2516,22.222,0.4494,1.9835,1.6275,150.72789523632983,-26.276798674608344
4921,5001799,1242.297,420.076,,,23.131,0.3637,22.372999999999998,0.3343,1.8325,2.9820,150.81723181430883,-26.27678464216231
4922,5001800,1822.729,420.174,,,22.479,0.3639,22.069000000000003,0.3047,1.6605,-0.0095,150.78846201411915,-26.276787879123322
4926,5001803,902.239,420.852,,,22.523,0.3270,23.072000000000003,0.4642,1.8340,-2.6915,150.83408715983327,-26.276743041248853
4928,5001805,1689.390,421.139,,,22.619999999999997,0.2356,22.011000000000003,0.2087,1.7615,2.8860,150.79507110971196,-26.276743753665077
4929,5001806,1502.502,421.225,,,22.487,0.2462,21.744,0.3029,1.9450,-1.7250,150.80433443047667,-26.276737688618606
4931,5001807,448.677,421.528,,,22.68,0.3695,21.755000000000003,0.2530,1.6660,2.6930,150.85656843273068,-26.27670044740831
4938,5001810,1757.117,422.336,,,22.189999999999998,0.2090,22.256,0.3384,1.7840,1.5445,150.7917141291146,-26.276691219993033
4941,5001812,1851.820,422.696,,,22.954,0.3927,22.991,0.5884,1.9035,1.9175,150.78702006247644,-26.276676020478234
4942,5001813,1547.107,422.700,,,22.218999999999998,0.1986,22.816000000000003,0.5785,1.8550,1.7950,150.80212351077276,-26.276672722753396
4945,5001815,659.642,422.925,,,22.965999999999998,0.5149,22.676000000000002,0.2313,1.9490,4.4955,150.84611168425909,-26.276644631669715
4950,5001818,1585.079,423.076,,,22.583,0.2469,22.53,0.3408,1.7395,-1.7330,150.80024138032064,-26.276656486732875
4951,5001819,1248.462,423.149,,,22.528,0.2206,22.28,0.2187,1.8895,0.8270,150.81692617778913,-26.27664817596038
4954,5001820,1827.485,423.685,,,22.973,0.3553,22.0,0.3514,1.8745,-0.5730,150.78822624587772,-26.276631874068965
4961,5001821,536.083,424.330,,,22.677,0.3499,22.25,0.3339,1.8305,-2.4405,150.85223596842124,-26.27657860570718
4974,5001824,1622.264,425.466,,,23.531,0.8117,22.296999999999997,0.3773,1.9685,-1.5920,150.7983982330463,-26.27655070647408
4977,5001825,1151.666,425.729,,,22.451,0.2855,23.055,0.3851,1.7810,2.8020,150.82172392235782,-26.276531696075818
4984,5001829,989.900,426.920,,,23.011,0.4865,22.539,0.4531,1.8680,-1.1665,150.82974199351554,-26.276475375712597
4997,5001834,1366.638,428.443,,,22.653,0.3383,23.226999999999997,0.7132,1.7915,-1.2005,150.81106855945632,-26.276414886767448
5001,160082,2742.351,428.744,18.159,0.0088,17.796,0.0119,17.78,0.0261,1.6930,-1.2360,150.74287991534356,-26.276407281297207
5005,5001837,1132.360,428.887,,,23.070999999999998,0.3794,22.139000000000003,0.4544,1.7765,3.1575,150.82268077479912,-26.276390960497782
5016,5001839,919.844,430.437,,,22.794,0.2843,23.060000000000002,0.6175,1.9400,1.3650,150.83321429816692,-26.276317460388842
5024,5001841,1647.031,431.597,,,22.869999999999997,0.3659,23.411,0.8079,1.9965,1.7130,150.79717055397802,-26.2762785000207
5029,5001844,893.457,432.455,,,22.546,0.2492,22.134999999999998,0.2547,1.7715,0.9310,150.83452214093705,-26.276227145801087
5033,5001845,1729.615,432.846,,,22.692,0.2962,22.502000000000002,0.4835,1.8675,-1.4960,150.79307718398874,-26.276223850437713
