,ID,X,Y,K,K_err,J,J_err,H,H_err,chi,sharp,ra,dec,rgc
3805,286110,3829.953,6610.802,18.92,0.1214,19.519999999999996,0.0224,18.993499999999997,0.0676,3.3870,-0.0297,16.140507970052173,2.01896340210167,1.469295843317963
3862,286140,3804.657,6616.689,20.48,0.4011,21.241999999999997,0.0334,20.7685,0.2280,3.6767,0.3860,16.141632922751484,2.0192250924181585,1.4590926115547531
3951,286156,3883.302,6621.071,19.679000000000002,0.1821,20.558999999999997,0.0270,19.9335,0.1339,3.5783,-0.2227,16.1381354155748,2.0194197014472435,1.4801700730388048
4019,286168,3170.138,6624.998,16.878,0.0407,18.373999999999995,0.0164,17.7435,0.0346,3.5690,0.3387,16.169851247507793,2.019595285972821,1.3085078120371376
4041,286176,3603.116,6626.788,20.584,0.3334,21.954,0.0402,21.5495,0.3492,3.5417,0.1703,16.15059583714547,2.0196742768268168,1.3992904075035197
4073,286182,4182.388,6628.744,19.398,0.1586,20.223999999999997,0.0234,19.7925,0.1174,3.4283,-0.1943,16.124834454820444,2.0197600981606363,1.5733834986878958
4182,286200,3319.889,6635.882,18.71,0.1155,19.571999999999996,0.0200,18.9105,0.0695,3.7053,-0.3437,16.163191503371092,2.020078849339844,1.3300783162157621
4238,99846,3787.251,6639.224,21.057,0.3788,21.992999999999995,0.0412,21.912499999999998,0.7216,3.5383,-0.4200,16.142406962677835,2.020226678006856,1.4430922841721905
4325,286238,3711.004,6645.207,19.139,0.1130,20.083999999999996,0.0223,19.3265,0.0948,3.2950,-1.0590,16.145797810553205,2.020492721850741,1.4186770923102159
4389,286254,1436.278,6648.557,17.32,0.0470,18.268,0.0238,17.4685,0.0329,3.3623,-0.1170,16.24695957659334,2.0206423289405553,1.3744607671374942
4394,100151,2171.507,6648.760,20.782,0.6043,,0.2250,27.1025,0.3688,1.7467,6.0070,16.214262418008506,2.0206518073438353,1.2507262560481867
4526,5000176,3347.302,6658.415,,,20.986999999999995,0.0292,20.8175,0.2228,2.6780,-0.0895,16.16197236368347,2.0210802810065824,1.3237437632296676
4549,286299,1497.316,6660.825,17.658,0.0438,18.442,0.0226,17.9665,0.0413,3.1083,0.3220,16.244245102712313,2.021187635793823,1.3534612931298182
4617,286317,3569.659,6667.070,20.847,0.4759,21.781,0.0339,23.0595,1.3370,2.7963,0.3037,16.152083677176226,2.021464637609871,1.3704143320825635
4621,100550,1749.739,6667.528,16.697000000000003,0.0190,17.923,0.0104,17.3515,0.0192,1.8183,0.0713,16.23301933034479,2.021485758720896,1.2968842289528673
4642,100682,3388.860,6669.224,18.353,0.0686,18.531,0.0155,18.272499999999997,0.0380,3.0493,-0.6350,16.160124179828276,2.02156062720358,1.3268748394571337
4656,100788,3630.919,6671.142,21.578,0.7606,22.406,0.0506,21.7895,0.4959,3.0813,-0.0367,16.149359312406983,2.021645519278176,1.3841656180990893
4659,286332,3270.443,6671.312,20.471,0.2602,21.933999999999997,0.0549,21.089499999999997,0.2330,2.9040,-0.2183,16.165390427662235,2.0216535734687597,1.3015768396812322
4664,286334,3447.742,6671.984,20.433,0.2901,20.912999999999997,0.0283,20.889499999999998,0.1800,2.9693,-0.1137,16.157505571434825,2.021683214607217,1.3385582431994811
4678,286335,3540.604,6672.639,20.372,0.3457,22.018,0.0425,21.3705,0.3011,2.9460,0.0317,16.153375804850757,2.0217121923116816,1.3603309620721975
4698,286351,4193.187,6674.508,20.147000000000002,0.1980,20.576,0.0250,19.8665,0.0908,2.8240,-0.2403,16.124354099869294,2.02179402553706,1.5566713356010125
4723,100878,3305.133,6676.715,21.548000000000002,0.7288,22.506,0.0712,22.2865,0.6542,2.9713,0.0553,16.163847684704752,2.0218936654473962,1.3054949046157385
4728,286357,3866.950,6677.145,18.173000000000002,0.0570,19.064999999999998,0.0171,18.4575,0.0417,2.7877,-0.3530,16.13886251797467,2.0219119067222264,1.448388029711327
4742,286365,3192.548,6678.214,20.825,0.3658,21.732,0.0585,21.3965,0.3019,3.2627,0.0010,16.168854573658948,2.021960415704613,1.2835939473923696
4748,286367,4216.006,6678.606,19.891000000000002,0.2029,20.814999999999998,0.0271,20.290499999999998,0.1387,3.0720,-0.0137,16.123339283640618,2.0219761060343764,1.5628865925597644
4788,286378,3340.703,6682.717,19.2,0.1154,19.748999999999995,0.0200,19.2285,0.0630,2.9023,-0.7390,16.16226580519206,2.0221603770446097,1.3095702112192311
4796,286382,3921.633,6683.293,20.568,0.2726,21.452999999999996,0.0349,21.2415,0.2827,3.0610,-0.4900,16.136430641150856,2.022185045576836,1.4623627374546462
4817,286383,1313.266,6685.167,17.347,0.0370,20.361999999999995,0.0282,19.1325,0.0610,3.1333,-0.0793,16.252430217016023,2.0222692978651633,1.3879523125458864
4830,286394,3296.596,6686.786,20.154,0.2023,20.701,0.0269,20.025499999999997,0.1058,2.8410,-0.1437,16.164227331174246,2.022341275242456,1.2984562202394108
4847,5000706,3846.968,6688.288,20.664,0.5071,22.589,0.0588,21.365499999999997,0.4023,3.0867,-0.3153,16.13975113822777,2.0224071879771217,1.436998696433805
4851,286399,3385.767,6688.888,20.426000000000002,0.2383,20.858999999999995,0.0268,20.592499999999998,0.1744,2.9137,-0.6933,16.16026170691294,2.022434585857885,1.3159198038613789
4862,286402,3726.327,6690.187,20.399,0.2768,21.534,0.0325,20.8005,0.2066,2.6580,-0.7273,16.145116290209472,2.0224918041511706,1.4007872904692447
4865,101262,3471.751,6690.749,22.744,2.0638,22.201999999999998,0.0398,22.0005,0.4423,2.8063,-0.3600,16.156437815566782,2.0225171801815587,1.3344397289383458
4869,5000707,3896.962,6691.415,21.602,0.9483,22.284,0.0352,22.333499999999997,0.6307,2.8700,-0.7743,16.137527795951165,2.0225460707235086,1.4508281579315578
4875,101324,2278.652,6691.866,20.549,0.3082,,0.2696,27.6835,0.6219,1.4627,6.4557,16.209497458555788,2.0225676397759074,1.2190757481895618
4876,286409,4061.924,6692.004,20.22,0.1987,20.387,0.0235,20.4595,0.1448,2.8063,-1.3810,16.13019159494643,2.0225719139691485,1.5038050019317155
4877,286410,4125.640,6692.061,20.727,0.2854,21.372999999999998,0.0310,20.8525,0.2169,2.9133,-1.0877,16.127358013743056,2.0225743092316,1.525383175763998
4889,286414,3454.976,6693.315,17.699,0.0376,18.884,0.0170,17.9895,0.0332,2.6847,-0.4637,16.157183831516114,2.022631247969675,1.3291940359417678
4917,286421,2808.442,6696.281,17.314,0.0323,18.137,0.0189,17.5395,0.0251,2.5740,-0.5210,16.185936565266196,2.022763713772787,1.2237367177836678
4944,101426,3566.460,6698.496,20.657,0.2543,22.339,0.0403,21.2995,0.2694,2.6337,0.2737,16.1522258965267,2.022861351914992,1.353688092926145
4958,5000200,3181.571,6700.720,,,22.274,0.0851,22.0385,0.4036,2.5700,0.3000,16.169342720664723,2.022960693064209,1.269554253870884
4959,286444,3836.107,6700.781,19.7,0.1230,20.662,0.0250,20.0475,0.0986,2.4360,-1.1757,16.140234126749085,2.022962451814412,1.4277342393089334
4969,5000717,3420.248,6701.690,20.742,0.5605,22.518,0.0548,22.854499999999998,0.9251,3.0937,-1.5437,16.15872824765368,2.0230035172831937,1.3169000867337548
4972,286447,3808.418,6701.817,20.52,0.2584,20.912999999999997,0.0261,20.4015,0.1356,2.7637,0.1850,16.14146551242807,2.0230085470487666,1.4189397674073982
4975,286448,4160.089,6702.214,20.952,0.3627,21.503999999999998,0.0334,20.9745,0.2058,2.7500,-0.8787,16.125825974009203,2.023025476165745,1.5327578422112826
4986,286453,4039.791,6703.715,21.076,0.3595,21.452999999999996,0.0360,20.7425,0.1648,2.6163,-1.2253,16.131175870879783,2.02309244880104,1.4910607396526472
4992,101584,4080.190,6704.208,22.13,0.8947,22.585,0.0594,21.8405,0.3110,2.8100,-1.5147,16.129379242841814,2.0231142739739996,1.504395882393403
5023,286464,3944.975,6708.422,20.555,0.2293,21.08,0.0289,20.769499999999997,0.1498,2.4777,-2.2543,16.13539252577331,2.02330184227466,1.4579501374014316
5039,286478,2755.812,6711.534,18.904,0.0685,19.656,0.0281,19.0005,0.0522,2.5673,0.1513,16.188277125627,2.0234416543253766,1.2111601374349563
5042,286479,3663.561,6711.564,20.604,0.2368,21.378999999999998,0.0294,20.7335,0.1566,2.4680,-1.0240,16.147907590542065,2.0234419973220237,1.3727881895085738
5071,286490,3404.770,6716.075,18.842,0.0738,19.747999999999998,0.0190,19.0205,0.0506,2.4767,-0.4913,16.159416568373757,2.0236428705999847,1.3059423012077347
5075,286489,3221.933,6716.286,19.177,0.0839,19.488999999999997,0.0193,19.1555,0.0557,2.5217,-0.6510,16.167547720031244,2.0236524709480372,1.2684302897282849
5087,286495,3372.893,6717.345,21.379,0.3934,21.543,0.0350,21.5905,0.3084,2.6097,-0.0653,16.160834204915613,2.023699356718286,1.2982415357627803
5092,101905,4068.099,6718.397,21.651,0.5805,22.753,0.0608,21.772499999999997,0.2918,2.4053,-0.0390,16.12991692500665,2.0237449210414544,1.4938621966508814
5119,286506,3258.983,6721.769,19.714,0.1320,20.506999999999998,0.0262,20.002499999999998,0.0988,2.3880,-0.0507,16.165900021092504,2.023896117766335,1.2725003200592122
5120,101989,4323.864,6721.966,20.529,0.3283,21.787,0.0407,22.5855,0.4927,3.1767,-0.8660,16.118542517420032,2.023902956563091,1.5831124054887136
5133,5000211,3590.047,6723.914,,,23.174999999999997,0.0691,22.5495,0.3760,2.0105,-2.1875,16.15117689458419,2.0239910030639905,1.3469576665007732
5137,102039,3550.424,6724.548,21.938,0.9750,22.635999999999996,0.0531,22.607499999999998,0.6203,2.5857,-2.2103,16.152939012844453,2.0240192414517097,1.3364295090833676
5151,102063,3842.231,6725.472,21.238,0.4108,22.536,0.0503,22.0425,0.3487,2.3873,-1.2630,16.13996173487446,2.024059816593942,1.4177907594469812
5158,286517,4325.497,6726.431,20.607,0.2235,21.378999999999998,0.0327,21.034499999999998,0.2548,3.1747,-0.4867,16.118469883870244,2.0241013966082786,1.5818098517127779
5160,286515,876.776,6726.507,18.369,0.0531,19.259999999999998,0.0223,18.5705,0.0374,2.4613,-0.3857,16.271841908278663,2.0241059809390705,1.5036924362195963
5169,286524,3333.311,6727.710,19.944,0.1478,20.671,0.0223,20.1985,0.0979,2.3447,-0.9143,16.162594488413706,2.0241600729809406,1.2843449751842027
5179,286528,3310.191,6728.508,21.22,0.3032,21.866,0.0393,21.4715,0.2426,2.4353,-0.6217,16.163622683558565,2.024195567998095,1.2791264797709327
5190,286532,3883.316,6729.906,19.591,0.1134,20.311999999999998,0.0209,19.790499999999998,0.0692,2.2827,-0.8660,16.138134589986745,2.024256805428446,1.4283741665103493
5192,102186,3962.099,6730.723,21.868000000000002,0.6345,22.259,0.0426,21.9025,0.3576,2.4873,-0.4577,16.13463094217009,2.0242929620461965,1.4530743761412417
5207,286536,3538.836,6732.709,20.501,0.2408,21.339999999999996,0.0291,20.9785,0.1566,2.4750,-1.4663,16.153454344031527,2.0243819694842813,1.329362031019353
5210,286537,4004.571,6732.979,19.837,0.1368,20.577999999999996,0.0230,19.874499999999998,0.0780,2.3953,-1.0333,16.13274211837993,2.02439314215101,1.4659462203415923
5235,286551,3096.972,6737.457,18.438,0.0468,19.357,0.0180,18.5815,0.0356,2.2457,-0.5200,16.17310498387437,2.0245935320563175,1.2356509348793387
5240,102313,3346.795,6737.745,22.266000000000002,1.1201,22.823,0.0614,22.4855,0.4252,2.3487,-3.3103,16.161994813650175,2.024606055621296,1.2819322652883771
5243,286563,4177.090,6738.346,20.424,0.2354,21.610999999999997,0.0300,21.569499999999998,0.2475,2.5773,-0.1080,16.12506982461768,2.0246313014937303,1.522709206114828
5250,286562,3895.622,6738.900,20.803,0.3056,21.332,0.0302,20.755499999999998,0.1416,2.4953,-1.0417,16.13758729926438,2.024656514513933,1.427994753099951
5260,102358,4076.681,6739.815,21.056,0.3660,22.983999999999995,0.0712,22.5845,0.6247,2.5500,-0.7397,16.129535220727423,2.0246968121178726,1.4870803775498456
5263,286571,3653.166,6740.992,20.399,0.2011,21.979,0.0396,21.1355,0.1929,2.3340,-0.2290,16.14836983127799,2.0247499237087245,1.3553574878085846
5268,102389,3924.870,6741.988,21.383,0.5727,23.000999999999998,0.0697,21.8855,0.3167,2.2807,-1.5733,16.13628657274465,2.024793701838724,1.4358345667262986
5269,5000764,4134.416,6742.160,22.215,1.6826,22.329,0.0430,22.1935,0.3559,2.7357,0.3187,16.126967618683576,2.0248009080853553,1.5059865652157325
5272,286574,3735.224,6742.785,20.692,0.2145,21.369999999999997,0.0300,20.7655,0.1359,2.3527,-1.0673,16.144720533291313,2.024829474444862,1.377621879956441
5275,286575,4171.095,6743.147,20.957,0.3038,21.6,0.0323,21.0915,0.1847,2.4550,-1.3793,16.12533642423934,2.024844692466562,1.5184636567504968
5277,102445,4291.112,6743.796,21.665,0.8977,22.405,0.0517,22.723499999999998,0.9412,3.1177,-1.8017,16.11999901513779,2.0248732564074237,1.5616338602644124
5280,102444,3262.783,6744.176,21.513,0.5417,22.516,0.0675,21.5245,0.2746,2.3660,-0.7437,16.165731001674775,2.024891978978553,1.2613238044389876
5284,5000224,4039.157,6745.110,,,23.089999999999996,0.0756,21.6175,0.2633,1.9975,0.1475,16.13120398130133,2.0249322248041657,1.4719468771261333
5285,102467,3645.783,6745.261,21.173000000000002,0.4922,22.546999999999997,0.0508,23.1205,0.9874,2.5717,-0.4430,16.14869816236348,2.0249396688028227,1.351217971992571
5293,286586,4243.129,6746.528,19.218,0.1092,20.303999999999995,0.0222,19.5615,0.0780,2.7283,-0.0123,16.12213291332812,2.024994792624716,1.5428620226430267
5307,286590,3246.913,6748.215,18.957,0.0738,19.814999999999998,0.0195,19.0815,0.0471,2.3250,-0.5127,16.16643677057057,2.02507150809482,1.256092255242078
5308,286591,3503.413,6748.218,18.657,0.0614,19.558,0.0173,18.7945,0.0402,2.3073,-0.7297,16.15502965884147,2.025071309625409,1.3126332945210863
5313,286594,3636.658,6750.208,20.765,0.2641,21.226999999999997,0.0288,20.7125,0.1419,2.4580,-2.5157,16.149103962956776,2.0251595499347217,1.346271518942605
5324,102636,3669.688,6752.837,22.147000000000002,0.4543,23.088,0.0675,22.153499999999998,0.4307,2.0280,-0.8557,16.147635043438058,2.0252763402944765,1.3540782189700258
5330,286601,3690.870,6754.489,18.474,0.0521,19.494999999999997,0.0159,18.7135,0.0352,2.1307,-0.4400,16.146693031520908,2.0253497271310144,1.3592140032351852
5333,286605,3832.261,6756.057,20.543,0.1971,21.744999999999997,0.0326,21.7305,0.2814,2.2297,-0.4323,16.140405066640692,2.0254191663793035,1.4001683512008791
5340,5000777,4005.804,6757.579,21.009,0.6212,23.126999999999995,0.0736,22.319499999999998,0.6625,2.7107,-1.3150,16.13268723481232,2.0254864711027194,1.455074317868791
5343,286607,4202.278,6757.829,20.084,0.1711,20.678999999999995,0.0240,20.2305,0.1154,2.5727,-0.9830,16.123949617772265,2.0254971533806736,1.523154380768468
5346,286609,4289.354,6758.677,20.082,0.2317,21.056999999999995,0.0274,20.7045,0.1581,2.8810,-0.2847,16.120077162139165,2.0255346370938545,1.5546047443609177
5353,286613,3393.421,6760.277,20.416,0.1779,21.22,0.0275,20.6455,0.1462,2.3677,-0.2167,16.1599212258855,2.0256074166511255,1.280418595253525
5356,102771,3858.598,6761.377,21.183,0.5133,22.305999999999997,0.0422,21.7975,0.3135,2.4227,-0.9527,16.13923379393244,2.0256555612797458,1.4057904534970604
5358,286614,4091.629,6761.529,20.872,0.2632,21.549,0.0329,20.8785,0.1429,2.1897,-1.2787,16.12887040580125,2.025661844816474,1.482449502479365
5371,286622,3818.982,6763.220,21.019000000000002,0.2049,21.35,0.0305,20.889499999999998,0.1559,2.2773,0.1040,16.140995599494108,2.025737545923072,1.392690489839605
5372,286623,4268.418,6763.439,18.033,0.0500,19.110999999999997,0.0161,18.3825,0.0358,2.5907,-0.2467,16.121008219168715,2.0257463312742283,1.5448224709624305
5377,286627,3058.029,6764.822,19.035,0.0731,19.762999999999998,0.0238,19.2135,0.0504,2.2830,-0.3477,16.17483683948623,2.025809789303337,1.2147680081187142
5387,102875,3249.416,6766.108,21.521,0.4360,22.869999999999997,0.0842,22.0015,0.3575,2.3033,-1.2257,16.166325436819147,2.0258667488128626,1.2470559942492982
5391,286632,1558.198,6766.567,18.565,0.0562,19.479999999999997,0.0224,18.6995,0.0361,2.2840,0.0930,16.241537648495974,2.0258873340132593,1.2846833457707993
5393,286636,3777.026,6766.820,20.315,0.1745,20.979999999999997,0.0244,20.435499999999998,0.1096,2.2083,-0.8110,16.14286146716324,2.0258976216085705,1.3782870839814498
5401,102904,3887.440,6767.829,21.615000000000002,0.4626,22.105999999999995,0.0401,21.9075,0.3206,2.2163,-0.2680,16.137951116079666,2.025942261548906,1.411815896631359
5409,286641,4108.774,6768.770,21.116,0.3521,21.833999999999996,0.0361,21.5235,0.2459,2.4167,-0.2453,16.128107915668224,2.025983629110496,1.4851697460165478
5420,286644,3577.539,6770.219,17.794,0.0343,18.631999999999998,0.0132,18.0395,0.0243,2.1813,-0.3530,16.15173308243666,2.026049019729542,1.320440513081175
5422,102959,4075.729,6770.763,21.587,0.4568,22.732999999999997,0.0528,22.3595,0.4467,2.2497,-2.7763,16.12957749337785,2.0260722783941967,1.4728145346396087
5424,286646,2489.462,6771.140,18.609,0.0534,19.571999999999996,0.0273,18.8215,0.0416,2.3420,-0.3590,16.200122271543663,2.026090907824224,1.1681746033206046
5426,286652,3300.849,6771.224,19.112000000000002,0.0667,19.812999999999995,0.0187,19.3615,0.0458,1.9543,0.2367,16.16403809229567,2.0260940660450895,1.2546698851116238
5431,286651,1607.224,6772.353,19.54,0.1122,20.358999999999995,0.0334,19.726499999999998,0.0762,2.5557,-0.3653,16.239357358873768,2.0261445330321903,1.2704941350025099
5432,286653,3746.221,6772.533,20.974,0.3063,21.512999999999998,0.0313,21.095499999999998,0.1618,2.2423,-0.6810,16.14423142253571,2.0261515867285897,1.3663944562276475
5442,103023,3249.839,6774.814,21.071,0.3055,21.809999999999995,0.0453,21.171499999999998,0.1928,2.3673,0.3957,16.16630661539641,2.0262536812298717,1.2425105343144358
5445,103024,3464.923,6775.148,21.479,0.3313,22.414,0.0472,21.8475,0.4107,2.2690,-1.7140,16.156741355602655,2.026268251930252,1.289468633382223
5446,5000231,4342.588,6775.220,,,22.241,0.0449,21.435499999999998,0.3189,2.8730,-0.1445,16.117709694174756,2.02626975005661,1.5675226312684687
5450,103039,4086.645,6775.844,21.906,0.5234,22.589999999999996,0.0491,23.243499999999997,1.5390,2.3183,-1.0620,16.129092024750896,2.026298076681001,1.4743104358699957
5457,103051,3741.788,6776.835,21.436,0.4371,21.994999999999997,0.0377,21.4715,0.2130,2.1970,-2.1803,16.144428560387222,2.0263427941778858,1.363008934641944
5462,103074,3988.151,6778.094,23.227,2.6023,22.902,0.0603,22.880499999999998,1.1941,2.4197,-4.1717,16.13347226061237,2.0263982835566647,1.4397990514108956
5464,286661,3284.904,6778.244,20.398,0.1663,20.323,0.0214,20.0815,0.0749,2.0150,-0.6687,16.164747193463718,2.0264060847234706,1.2476930571794083
5472,286663,3289.803,6779.225,20.236,0.1538,20.732,0.0276,20.5935,0.1025,2.0537,-0.1363,16.16452932296395,2.0264496788563977,1.2481758951718467
5478,286666,3707.203,6779.971,20.547,0.2131,21.372999999999998,0.0293,20.8535,0.1387,2.1853,-1.3027,16.145966625591694,2.026482231256597,1.351416817734617
5480,103114,3619.046,6780.322,20.173000000000002,0.1554,20.973,0.0296,20.5875,0.1099,2.0413,-0.4713,16.149887159878265,2.026497976319725,1.3265241841816109
5481,286671,3623.089,6780.708,20.374,0.1805,20.360999999999997,0.0206,20.1995,0.0851,2.0853,-0.1693,16.149707358200757,2.0265151254050617,1.3274354884265542
5495,286680,4147.730,6783.221,19.537,0.0947,20.177999999999997,0.0199,19.6355,0.0642,2.1607,-0.1310,16.126375427605726,2.026625808376987,1.4924907169902724
5510,103207,4004.183,6785.816,22.957,0.9202,22.332,0.0440,21.8055,0.3179,2.3660,-1.0983,16.132759267424543,2.0267414500648946,1.4416385189053658
5517,103226,3318.048,6786.871,21.745,0.6614,22.086999999999996,0.0431,21.8295,0.3219,2.2350,-1.8517,16.16327319622989,2.0267894665704986,1.2500356801226158
5519,286688,4361.681,6787.086,19.888,0.2200,20.628999999999998,0.0265,20.0875,0.1480,3.6050,-0.6230,16.116860559080994,2.026797079243177,1.569802094207338
5532,5000235,3846.736,6789.773,,,23.348,0.0795,22.0975,0.7391,2.2580,-2.5065,16.139761270886098,2.026917625995692,1.3886723265169731
5541,286701,1204.385,6792.120,19.198,0.0753,19.988,0.0242,19.3525,0.0452,1.9133,-0.8257,16.25727252434036,2.027022619049367,1.3670431823496534
5543,286703,3004.392,6792.359,18.171,0.0408,19.108999999999995,0.0180,18.357499999999998,0.0244,1.9837,-0.2353,16.177222172644914,2.0270337016425666,1.1919820504958047
